Ticker,Date,Open,High,Low,Close,Adj Close,Volume,is_gap,log_return,RSI,SMA_20,EMA_20,MACD,ATR,Volatility,Volatility_Norm,AdaptiveWindow,AdaptivePatch
A,1999-11-18,32.54649353027344,35.765380859375,28.612302780151367,31.473533630371094,26.79475784301757,62546380,False,,,,31.473533630371094,0.0,,,,50,48
A,1999-11-19,30.713518142700195,30.75822639465332,28.47818374633789,28.880544662475582,24.587236404418945,15234146,False,-0.0859788025689256,,,31.22658230009533,-0.2068481227950798,,,,50,48
A,1999-11-22,29.551143646240234,31.473533630371094,28.65700912475586,31.473533630371094,26.79475784301757,6577870,True,0.0859788025689256,,,31.25010147440731,-0.159703251502755,,,,50,48
A,1999-11-23,30.40057182312012,31.205293655395508,28.612302780151367,28.612302780151367,24.35887336730957,5975611,False,-0.0953100730288571,,,30.99888255114484,-0.3491927420860925,,,,50,48
A,1999-11-24,28.701717376708984,29.99821281433105,28.612302780151367,29.372318267822266,25.005903244018555,4843231,False,0.0262157342719603,,,30.84397166701888,-0.4330457486025807,,,,50,48
A,1999-11-26,29.23819732666016,29.685264587402344,29.14878463745117,29.46173095703125,25.08202171325684,1729466,True,0.0030393963375921,,,30.712329694639102,-0.4866749181176004,,0.07696195581755007,0.38454514608815565,34,32
A,1999-11-29,29.327611923217773,30.355865478515625,29.014663696289062,30.13233184814453,25.652931213378903,4074751,True,0.022506519320045,,,30.65709180449676,-0.4696506930263986,,0.06580148774340697,0.3280386004132756,36,32
A,1999-11-30,30.04291725158692,30.713518142700195,29.28290367126465,30.177038192749023,25.69099235534668,4310034,False,0.0014825960423009,,,30.61137241290174,-0.4473941621970212,,0.04983810644479806,0.24721443349815905,40,40
A,1999-12-01,30.177038192749023,31.0711727142334,29.95350456237793,30.713518142700195,26.1477279663086,2957329,False,0.0176218636280138,,,30.62110057764445,-0.3820620789334903,,0.011306780445844987,0.052126546681126415,47,48
A,1999-12-02,31.29470634460449,32.1888427734375,30.8923454284668,31.56294631958008,26.87088394165039,3069868,False,0.0272810169761297,,,30.710800172114517,-0.2587613377202622,,0.011596749094472867,0.053594686420349015,47,48
A,1999-12-03,32.144134521484375,32.68061447143555,31.697067260742188,31.831186294555664,27.099245071411133,3041629,False,0.0084625512953562,,,30.817503612347004,-0.1378112850597688,,0.010468942710631167,0.047884491962768845,48,48
A,1999-12-06,32.36766815185547,33.21709442138672,32.322959899902344,32.72532272338867,27.860462188720703,2250780,True,0.0277026875483824,,,30.99920067054145,0.029847773712877,,0.011544604824792025,0.05333067486305328,47,48
A,1999-12-07,32.72532272338867,32.90414810180664,31.697067260742188,32.36766815185547,27.55596923828125,2215970,False,-0.0109893765068845,,,31.129530906857067,0.1323335915610179,,0.016065475330487484,0.07622028612516092,46,48
A,1999-12-08,32.36766815185547,32.63590621948242,32.05472183227539,32.322959899902344,27.51791763305664,1887859,False,-0.0013818385968797,,,31.243190810956616,0.2075542026359649,1.9575159890311105,0.017206477531508765,0.0819972923007821,46,48
A,1999-12-09,32.36766815185547,32.85944366455078,32.36766815185547,32.77002716064453,27.89852523803711,2029057,False,0.0137364857797696,54.98281142058242,,31.38860379664118,0.2997859249603181,1.4849021094185963,0.014736966770363728,0.0694939168426731,47,48
A,1999-12-10,32.68061447143555,32.85944366455078,32.010013580322266,32.010013580322266,27.251483917236328,1664738,False,-0.0234658532735312,63.999989078127406,,31.447785680801285,0.3080030180951674,1.3316221237182615,0.020144325297573356,0.09687190399951402,46,48
A,1999-12-13,32.54649353027344,33.082977294921875,31.74177360534668,32.54649353027344,27.70821189880371,4020508,True,0.0166208523937457,55.88234309952446,,31.55242452360816,0.353727027036296,1.2262420654296873,0.01682453885715768,0.08006349929104045,46,48
A,1999-12-14,32.45708084106445,32.45708084106445,30.08762550354004,30.75822639465332,26.18578720092773,2328928,False,-0.0565120373705675,63.33333807373024,,31.47678660656484,0.2428658149374385,1.1975018637520924,0.030376228833118604,0.14867703624228926,44,48
A,1999-12-15,30.04291725158692,30.26645278930664,29.327611923217773,29.819385528564453,25.386510848999023,2917766,False,-0.0309988263077818,52.717391808407136,,31.31893888485052,0.0783477498735543,1.2006950378417969,0.03110558952599165,0.1523698610442147,43,40
A,1999-12-16,30.04291725158692,33.798282623291016,30.04291725158692,33.798282623291016,28.773923873901367,2583923,False,0.1252515919351985,67.89667919915894,31.140468215942384,31.555066859940087,0.2659638745467205,1.4465819767543244,0.07155153508599926,0.35715165469006593,35,32
A,1999-12-17,33.17238998413086,33.70886993408203,32.50178909301758,32.85944366455078,27.97463607788086,3708055,False,-0.028171310675786,61.01084055585264,31.209763717651366,31.679293222283963,0.3350325011626971,1.443388530186244,0.0720680031528375,0.359766583223039,35,32
A,1999-12-20,33.082977294921875,33.57474899291992,32.993560791015625,33.53004455566406,28.54555892944336,1196828,True,0.0202031245873335,62.88660942513384,31.44223871231079,31.85555525403445,0.4388232910940779,1.392295019967215,0.07222708463136095,0.36057202836857366,35,32
A,1999-12-21,33.39592361450195,33.39592361450195,32.90414810180664,33.35121536254883,28.393310546875,2259448,False,-0.0053477965689696,60.42403071898075,31.53612279891968,31.997999073892963,0.500874449668224,1.3571684701102118,0.06436055442520901,0.320743013541982,37,40
A,1999-12-22,33.35121536254883,34.02181625366211,33.127681732177734,34.02181625366211,28.96421432495117,1905754,False,0.0199075059024237,59.85663203016238,31.806598472595216,32.19074356720431,0.5972772865924156,1.3156548908778596,0.05881780467234958,0.2926795273159861,38,40
A,1999-12-23,33.97711181640625,35.765380859375,33.932403564453125,35.586551666259766,30.296356201171875,2159491,False,0.0449663686961669,63.6363661548746,32.11731014251709,32.51415386235245,0.790822194172236,1.3667484010968889,0.027915174086494927,0.1362164744159746,44,48
A,1999-12-27,35.720672607421875,38.0454216003418,35.452430725097656,37.77718353271485,32.161312103271484,2029616,True,0.0597367948128207,66.76558201597416,32.53308277130127,33.015394783339346,1.1081989835411932,1.4529685974121094,0.02516634678942142,0.12229889191114159,45,48
A,1999-12-28,38.80543518066406,43.99141693115234,38.58190155029297,43.99141693115234,37.45176315307617,3560007,False,0.1522895463343628,77.77778182939964,33.22603702545166,34.0607302259882,1.8399492863860587,1.8106223515101831,0.060123475735767776,0.299290268110303,38,40
A,1999-12-29,45.06437683105469,56.55400466918945,45.01967239379883,51.50214767456055,43.845970153808594,10518552,False,0.1576290248398013,83.77953612933177,34.292292499542235,35.72181760204271,2.991436457190119,2.666436876569475,0.06376254968510327,0.3177152568263951,37,40
A,1999-12-30,54.36337661743164,57.224605560302734,53.11158752441406,56.68812561035156,48.26102066040039,6671116,False,0.0959413952896759,86.09987169835134,35.5910228729248,37.718608840929264,4.273204572131725,3.0368635995047426,0.05171867108574317,0.25673591692270514,39,40
A,1999-12-31,56.8669548034668,57.17990112304688,54.54220199584961,55.30221557617188,47.08112716674805,1931197,False,-0.0247519855482239,84.50331176722483,36.77798633575439,39.39323805380951,5.1181844364148645,3.16459710257394,0.075093423331341,0.37508458264444217,34,32
A,2000-01-03,56.33047103881836,56.46459197998047,48.19384765625,51.50214767456055,43.845970153808594,4674353,True,-0.071189409741452,75.60387257522213,37.76153440475464,40.546467541500085,5.418739489654428,3.659564290727888,0.1045400107865301,0.5241755462090459,29,32
A,2000-01-04,48.73032760620117,49.26681137084961,46.316165924072266,47.56795501708984,40.49662780761719,4765083,False,-0.0794641072473411,71.46118902706442,38.5036660194397,41.21518063441339,5.278626347982304,3.854358128138951,0.1058593962789346,0.5308557245039024,28,32
A,2000-01-05,47.38912582397461,47.56795501708984,43.14199066162109,44.6173095703125,37.984619140625,5758642,False,-0.0640373883044721,67.9695964822609,39.11614809036255,41.539192914022834,4.873316684559143,4.06831169128418,0.07277042629804863,0.3633230205762289,35,32
A,2000-01-06,44.08082962036133,44.34907150268555,41.57725143432617,42.918453216552734,36.53829193115234,2534434,False,-0.03882051365385,61.72413596949094,39.64592275619507,41.6705510380733,4.364708701411345,4.001251765659878,0.023004630585340222,0.11135391051694309,45,48
A,2000-01-07,42.24785232543945,47.16559219360352,42.2031478881836,46.49499130249024,39.58317565917969,2819626,False,0.0800433662135888,66.41549504115221,40.33217096328735,42.13002153944634,4.201794274730318,4.263105392456055,0.06591472368168233,0.32861192508708736,36,32
A,2000-01-10,49.356224060058594,49.80329132080078,48.32796859741211,49.31151580810547,41.980995178222656,2148446,True,0.0588128492279984,68.06550189737163,41.197246074676514,42.81397337455673,4.25095108875032,4.44831929888044,0.07316146592543293,0.36530289260477516,35,32
A,2000-01-11,49.31151580810547,49.31151580810547,47.52324676513672,48.64091491699219,41.41007995605469,1855985,False,-0.013692691724772,67.30769114510667,42.00196714401245,43.36892018812201,4.187525147295418,4.531345912388392,0.06237325697882765,0.3106811314437132,37,40
A,2000-01-12,48.64091491699219,48.64091491699219,45.82439041137695,47.65736770629883,40.5727424621582,1429874,False,-0.0204278551827124,65.32663316582915,42.846924209594725,43.777343761281706,4.011651767270649,4.668659482683454,0.05269902640211835,0.2616995521478898,39,40
A,2000-01-13,48.909156799316406,49.93741226196289,47.21030044555664,48.372676849365234,41.18170928955078,1134337,False,0.014897735285892,64.6516405803994,43.77458877563477,44.21499453157537,3.885204101828954,4.732526234218052,0.04424418334055444,0.2188918515695352,41,40
A,2000-01-14,47.92560958862305,49.62446212768555,47.92560958862305,48.909156799316406,41.63844680786133,1316916,False,0.0110297340693761,63.25878460701895,44.53013248443604,44.662057604693565,3.784655709221696,4.668659210205078,0.03120442116807638,0.1528702553520953,43,40
A,2000-01-18,49.087982177734375,52.1280403137207,48.73032760620117,51.144493103027344,43.5414924621582,2101753,True,0.0446903906064182,59.41176470588236,45.44438495635986,45.27943241405869,3.841065924891275,4.467479160853795,0.02588051808235353,0.1259148112897609,44,48
