Ticker,Date,Open,High,Low,Close,Adj Close,Volume,is_gap,log_return,RSI,SMA_20,EMA_20,MACD,ATR,Volatility,Volatility_Norm,AdaptiveWindow
ABBV,2013-01-02,34.91999816894531,35.400001525878906,34.099998474121094,35.119998931884766,22.64424514770508,13767900,False,,,,35.119998931884766,0.0,,,,50
ABBV,2013-01-03,35.0,35.0,34.15999984741211,34.83000183105469,22.457258224487305,16739300,False,-0.008291601404509,,,35.09238016037714,-0.023133671861089,,,,50
ABBV,2013-01-04,34.619998931884766,34.88999938964844,34.25,34.38999938964844,22.17356300354004,21372100,False,-0.012713330252865,,,35.02548675364108,-0.0760946218147395,,,,50
ABBV,2013-01-07,34.150001525878906,35.45000076293945,34.150001525878906,34.459999084472656,22.218700408935547,17897100,True,0.002033397835718,,,34.97163078514885,-0.111137047156383,,,,50
ABBV,2013-01-08,34.290000915527344,34.63999938964844,33.36000061035156,33.709999084472656,21.735116958618164,17863300,False,-0.0220047024449109,,,34.85147538508445,-0.1971544795789626,,,,50
ABBV,2013-01-09,33.61000061035156,33.95000076293945,33.61000061035156,33.900001525878906,21.85763168334961,18800400,False,0.0056205573105361,,,34.76085882706487,-0.2471433902300077,,0.011183770764032088,0.11398827622518912,45
ABBV,2013-01-10,33.65999984741211,34.0,33.33000183105469,34.0,21.922107696533203,15658100,False,0.0029454652185805,,,34.688396081630124,-0.2755149560212544,,0.011978056397297201,0.12265552415837035,45
ABBV,2013-01-11,33.59000015258789,33.900001525878906,33.349998474121094,33.849998474121094,22.08522224426269,11191500,False,-0.0044215703355417,,,34.60854869043879,-0.3065695528677494,,0.0111586345382987,0.11371398963178805,45
ABBV,2013-01-14,34.0099983215332,34.25,33.79999923706055,34.09000015258789,22.24180221557617,11584900,True,0.007065136345223,,,34.55916311540537,-0.3082609743043321,,0.011943961847765366,0.12228348430068366,45
ABBV,2013-01-15,33.709999084472656,34.720001220703125,33.709999084472656,34.599998474121094,22.57455062866211,13040200,False,0.0148495473372886,,,34.563052197187815,-0.2653895896744629,,0.006971839951625557,0.06802767074568886,47
ABBV,2013-01-16,34.470001220703125,35.540000915527344,34.45000076293945,35.540000915527344,23.187843322753903,16512700,False,0.0268052105238504,,,34.65609493226777,-0.1537905654827582,,0.011945453601769995,0.12229976232620991,45
ABBV,2013-01-17,35.75,36.70000076293945,35.75,36.41999816894531,23.76199150085449,14424800,False,0.0244591755364028,,,34.82408571671325,0.0055963775666825,,0.012857170432610327,0.132248419946094,44
ABBV,2013-01-18,36.43000030517578,37.31999969482422,36.040000915527344,37.31999969482422,24.349197387695312,17842200,False,0.0244113437784867,,,35.06179180986668,0.2022034047830274,,0.008341638473183182,0.08297491756424279,46
ABBV,2013-01-22,36.97999954223633,37.25,35.93000030517578,36.41999816894531,23.76199150085449,15809700,True,-0.0244113437784866,,,35.1911447964456,0.2821409436455724,0.9657143184116908,0.021534255313075474,0.2269328040600235,40
ABBV,2013-01-23,36.90999984741211,37.84000015258789,36.5,37.79999923706055,24.662363052368164,10981600,False,0.0371910584185737,67.31265118314674,,35.439607124123214,0.4516403434172105,0.9742856706891742,0.02411897429408958,0.25513726767843,39
ABBV,2013-01-24,37.790000915527344,38.52000045776367,37.22999954223633,37.459999084472656,24.44053649902344,11327100,False,-0.0090354098661481,66.88058002922477,,35.63202540606126,0.5521696006567254,0.9978572300502232,0.025986670588144117,0.27551757693558027,38
ABBV,2013-01-25,37.52000045776367,37.84000015258789,36.63999938964844,37.59999847412109,24.531879425048828,8934600,False,0.0037303372381517,71.42854960121416,,35.819451412543145,0.6358073506521507,1.0378573281424386,0.02483552428392104,0.2629562639667776,39
ABBV,2013-01-28,37.650001525878906,37.869998931884766,36.709999084472656,36.88999938964844,24.06864356994629,7140100,True,-0.0190635147505543,64.94464234771252,,35.921408362743655,0.6374517309396168,1.0278573717389787,0.024551984538422687,0.25986227715621035,39
ABBV,2013-01-29,36.709999084472656,37.459999084472656,36.25,37.310001373291016,24.342674255371094,8838500,False,0.0113209289772437,73.0769174338848,,36.05365531612912,0.6649800876270433,1.022857393537249,0.0215274774899838,0.2268588444279686,40
ABBV,2013-01-30,36.810001373291016,37.52999877929688,36.810001373291016,36.93000030517578,24.094741821289062,10841800,False,-0.0102371869125515,68.96118082702965,35.6319995880127,36.13711674365738,0.6486562922746444,1.0500000544956758,0.012077854388678455,0.12374452023019795,45
ABBV,2013-01-31,36.84000015258789,36.93000030517578,36.27000045776367,36.68999862670898,23.938161849975582,10720700,False,-0.0065200361904824,66.54363929237203,35.7104995727539,36.18977216109087,0.6093294663826825,1.0492858886718754,0.01190097811993321,0.12181444569465699,45
ABBV,2013-02-01,36.84000015258789,37.20000076293945,36.52000045776367,37.18000030517578,24.257848739624023,9527500,False,0.0132667895637436,69.65760538146483,35.82799949645996,36.28407960338467,0.6106623780956468,1.0514286586216524,0.014050475580147785,0.14526977037784283,44
ABBV,2013-02-04,36.63999938964844,37.29999923706055,36.54999923706055,37.27999877929688,24.32308959960937,6348000,True,0.0026859665718465,69.1476378430535,35.972499465942384,36.37892904870965,0.6127246529790469,1.0728571755545484,0.010447215272843435,0.10595097982787739,45
ABBV,2013-02-05,37.41999816894531,37.72999954223633,37.18000030517578,37.20000076293945,24.27090072631836,7284400,False,-0.0021481752849818,66.4556995643039,36.10949954986573,36.45712635482677,0.6009761701386154,1.03999982561384,0.009129677258291967,0.09157399986593795,46
ABBV,2013-02-06,36.959999084472656,37.27999877929688,36.86000061035156,37.13999938964844,24.23175048828125,5738900,False,-0.0016142422974723,61.39599359218192,36.28099956512451,36.52216188195264,0.5801363527203236,0.992142541067942,0.007525339911793119,0.07406746447336539,47
ABBV,2013-02-07,37.56999969482422,37.56999969482422,35.79999923706055,36.41999816894531,23.76199150085449,9872500,False,-0.0195765154673687,50.0,36.40699939727783,36.512432004523376,0.4997616251402732,1.0357140132359106,0.01186140161370217,0.1213825867040525,45
ABBV,2013-02-08,36.369998931884766,36.41999816894531,35.83000183105469,36.25,23.651079177856445,13858700,False,-0.0046786427227008,41.27244010992296,36.51949939727783,36.48743848028305,0.4175335758082354,0.9864281245640356,0.008532678687063545,0.08505954912443167,46
ABBV,2013-02-11,36.130001068115234,36.18000030517578,35.75,35.849998474121094,23.39010429382324,6032100,True,-0.0110958568179257,44.93784013789815,36.61949939727784,36.426729908267625,0.3164427194146455,0.9228567395891472,0.007574562818129287,0.0746045850196021,47
ABBV,2013-02-12,35.77000045776367,35.900001525878906,35.20000076293945,35.41999816894531,23.10955047607422,7473800,False,-0.0120669438235739,24.572660545224167,36.6859992980957,36.33085069499883,0.1993322780163069,0.8714280809674955,0.0069934479339450115,0.06826345713317349,47
ABBV,2013-02-13,35.41999816894531,35.56999969482422,35.150001525878906,35.27000045776367,23.011690139770508,4859800,False,-0.0042438234323837,25.612496569747407,36.71949939727783,36.22981733907167,0.0933418608946681,0.8092850276402075,0.006286511658376994,0.06054936573242592,47
ABBV,2013-02-14,35.04999923706055,36.72999954223633,35.0099983215332,36.56999969482422,23.85986328125,7570100,False,0.0361954665895134,40.88496901656466,36.770999336242674,36.26221565866715,0.1129408537313239,0.8464279174804697,0.020095782890834017,0.21123618736892305,41
ABBV,2013-02-15,36.93000030517578,37.810001373291016,36.93000030517578,37.58000183105469,24.518829345703125,13296300,False,0.0272438188931846,55.79833538279654,36.82899951934815,36.38771910365645,0.2075790857245039,0.852142333984376,0.022800252964425703,0.24074737537736113,40
ABBV,2013-02-19,37.540000915527344,38.33000183105469,37.11000061035156,38.18999862670898,24.916826248168945,8292700,True,0.0161016225684857,57.16610212455041,36.87249946594238,36.559364772518585,0.3280209880992828,0.8528567722865523,0.02046711232944761,0.21528813565372704,41
ABBV,2013-02-20,38.15999984741211,39.130001068115234,37.61000061035156,38.61000061035156,25.19085121154785,8096400,False,0.0109376608062821,63.59223480756761,36.9819995880127,36.75466342374077,0.4521506027507342,0.90999984741211,0.015507707087025925,0.16117108627378388,43
ABBV,2013-02-21,38.4900016784668,39.02999877929688,38.18999862670898,38.77999877929688,25.30175399780273,7260900,False,0.0043932922525929,67.10311987458321,37.03099956512451,36.94755250522231,0.5578115439148874,0.9228570120675238,0.012751462205252289,0.1310949313561985,44
ABBV,2013-02-22,38.790000915527344,38.84999847412109,38.13999938964844,38.459999084472656,25.09297752380371,4490400,False,-0.0082859019808888,60.7744099094875,37.08099956512452,37.09159503657949,0.6087104646824173,0.9249997820173002,0.013240441664759947,0.13643067712861545,44
ABBV,2013-02-25,38.540000915527344,38.61000061035156,37.369998931884766,37.369998931884766,24.381816864013672,4665600,True,-0.0287505014407358,50.6493520791211,37.0694995880127,37.11810969327523,0.5547000859926143,0.9599999019077856,0.017938524309492658,0.18769617330168178,42
