Ticker,Date,Open,High,Low,Close,Adj Close,Volume,is_gap,log_return,Volatility,Volatility_Norm,AdaptiveWindow,AdaptivePatch,dynamic_patch_len
ABC,1995-04-04,2.9375,2.96875,2.8125,2.953125,2.2621889114379883,40387200,False,,,,50,48,16
ABC,1995-04-05,2.90625,2.96875,2.84375,2.84375,2.178405523300171,12236800,False,-0.03773969157226494,,,50,48,16
ABC,1995-04-06,2.84375,2.9375,2.84375,2.890625,2.214313268661499,3776000,False,0.016349120845071098,,,50,48,16
ABC,1995-04-07,2.90625,2.90625,2.84375,2.84375,2.178405523300171,1920800,False,-0.016349120845071143,,,50,48,16
ABC,1995-04-10,2.84375,2.90625,2.84375,2.875,2.2023441791534424,2047200,True,0.010929131203546345,,,50,48,16
ABC,1995-04-11,2.84375,2.90625,2.84375,2.859375,2.190373182296753,4096800,False,-0.005450396875864366,0.021793753045795963,0.13152284940742365,44,48,16
ABC,1995-04-12,2.84375,2.875,2.84375,2.859375,2.190373182296753,2457600,False,0.0,0.013016690572257376,0.07708597363190127,46,48,16
ABC,1995-04-13,2.84375,2.875,2.84375,2.875,2.2023441791534424,2297600,False,0.005450396875864443,0.010491401907479854,0.06142369188829117,47,48,16
ABC,1995-04-17,2.84375,2.953125,2.84375,2.953125,2.2621889114379883,2233600,True,0.026810560368718744,0.012377488076786488,0.07312152801626877,47,48,16
ABC,1995-04-18,2.890625,2.953125,2.875,2.9375,2.2502222061157227,2441600,False,-0.00530391981759536,0.013358931912451046,0.07920861425084857,46,48,16
ABC,1995-04-19,2.875,2.90625,2.8125,2.84375,2.178405523300171,1422400,False,-0.03243577175466961,0.021346665560310493,0.12874993466726561,44,48,16
ABC,1995-04-20,2.8125,2.8125,2.71875,2.734375,2.0946204662323,1023200,False,-0.03922082259965826,0.02723686231761751,0.16528196461892608,43,40,13
ABC,1995-04-21,2.71875,2.8125,2.71875,2.796875,2.142497301101685,2803200,False,0.022599736533796627,0.03039833517032547,0.18488997190717374,42,40,13
ABC,1995-04-24,2.75,2.8125,2.75,2.75,2.106590032577514,644800,True,-0.016901569905228796,0.024490970281548317,0.14825146220298158,44,48,16
ABC,1995-04-25,2.75,2.8125,2.75,2.8125,2.154466152191162,484800,False,0.022472425777492203,0.029637673738880006,0.1801722167384409,42,40,13
ABC,1995-04-26,2.75,2.8125,2.75,2.75,2.106590032577514,151200,False,-0.022472425777492155,0.027928257330304355,0.16957011735008415,43,40,13
ABC,1995-04-27,2.75,2.8125,2.75,2.78125,2.1305270195007324,3552000,False,0.011298834224025951,0.02165822617698384,0.13068228807565538,44,48,16
ABC,1995-04-28,2.78125,2.8125,2.765625,2.765625,2.118557929992676,1076000,False,-0.005633740585367217,0.01890657236213456,0.11361605010050259,45,48,16
ABC,1995-05-01,2.8125,2.8125,2.765625,2.765625,2.118557929992676,2287200,True,0.0,0.017051421284368564,0.10211007881801051,45,48,16
ABC,1995-05-02,2.765625,2.890625,2.765625,2.84375,2.178405523300171,1212000,False,0.027857562332431775,0.018815119384215626,0.11304884274459238,45,48,16
ABC,1995-05-03,2.8125,2.890625,2.78125,2.859375,2.190373182296753,791200,False,0.005478734327682008,0.01285730636346936,0.07609744490711083,46,48,16
ABC,1995-05-04,2.84375,2.890625,2.8125,2.8125,2.154466152191162,1011200,False,-0.016528964521280127,0.016477531523462895,0.09855071419944343,46,48,16
ABC,1995-05-05,2.8125,2.875,2.8125,2.8125,2.154466152191162,164000,False,0.0,0.015990385348384865,0.09552934846378947,46,48,16
ABC,1995-05-08,2.8125,2.890625,2.8125,2.8125,2.154466152191162,59200,True,0.0,0.015990385348384865,0.09552934846378947,46,48,16
ABC,1995-05-09,2.8125,2.84375,2.734375,2.75,2.106590032577514,592800,False,-0.022472425777492155,0.012077659392787342,0.07126193810517867,47,48,16
ABC,1995-05-10,2.8125,2.8125,2.734375,2.75,2.106590032577514,817600,False,0.0,0.010885711959068149,0.06386927175741769,47,48,16
ABC,1995-05-11,2.75,2.8125,2.734375,2.75,2.106590032577514,615200,False,0.0,0.010049974331558202,0.05868588089665436,47,48,16
ABC,1995-05-12,2.8125,2.8125,2.734375,2.75,2.106590032577514,1013600,False,0.0,0.010049974331558202,0.05868588089665436,47,48,16
ABC,1995-05-15,2.796875,2.796875,2.703125,2.703125,2.070681571960449,3689600,True,-0.017192726988802223,0.011021965714445948,0.06471434136673304,47,48,16
ABC,1995-05-16,2.703125,2.734375,2.703125,2.71875,2.082651138305664,2481600,False,0.005763852943134298,0.008698965882092216,0.05030669032384185,47,48,16
ABC,1995-05-17,2.734375,2.734375,2.703125,2.710937976837158,2.0766658782958984,328000,False,-0.002878003343891677,0.008604612384951447,0.04972149344067925,48,48,16
ABC,1995-05-18,2.703125,2.71875,2.59375,2.640625,2.022804021835327,514400,False,-0.026278986025076632,0.013212091147816924,0.07829788215941483,46,48,16
ABC,1995-05-19,2.625,2.640625,2.59375,2.609375,1.9988665580749512,1853600,False,-0.011904379522911087,0.012433312138285482,0.07346775860426648,47,48,16
ABC,1995-05-22,2.640625,2.65625,2.59375,2.65625,2.034773826599121,432800,True,0.017804372047127405,0.01680474568097654,0.10058015360451367,45,48,16
ABC,1995-05-23,2.59375,2.765625,2.59375,2.75,2.106590032577514,809600,False,0.034685870890419926,0.024158661658958847,0.14619042603494975,44,48,16
ABC,1995-05-24,2.71875,2.8125,2.71875,2.8125,2.154466152191162,1676800,False,0.022472425777492203,0.02543064663838301,0.15407949923250297,43,40,13
ABC,1995-05-25,2.8125,2.8125,2.71875,2.8125,2.154466152191162,209600,False,0.0,0.01851728860013118,0.11120164415802532,45,48,16
ABC,1995-05-26,2.8125,2.8125,2.71875,2.8125,2.154466152191162,64000,False,0.0,0.015010287168873176,0.08945060822390334,46,48,16
ABC,1995-05-30,2.78125,2.84375,2.71875,2.78125,2.1305270195007324,558400,True,-0.011173591553466247,0.018775316821980397,0.11280198029574016,45,48,16
ABC,1995-05-31,2.828125,2.84375,2.78125,2.84375,2.178405523300171,487200,False,0.02222382174706438,0.014991694608204442,0.08933529391247806,46,48,16
ABC,1995-06-01,2.859375,3.0,2.8125,2.875,2.2023441791534424,1427200,False,0.010929131203546345,0.01266466387856442,0.07490264253997783,47,48,16
ABC,1995-06-02,2.875,3.0625,2.875,3.0,2.298097848892212,1112800,False,0.0425594294801984,0.02071501413354222,0.1248323220997259,45,48,16
ABC,1995-06-05,3.0,3.0625,3.0,3.015625,2.310066699981689,799200,True,0.0051946400250098045,0.020024562140656718,0.12055001814222466,45,48,16
ABC,1995-06-06,3.0625,3.0625,3.0,3.0,2.298097848892212,264800,False,-0.005194640025009761,0.018249279430286074,0.10953940443607459,45,48,16
ABC,1995-06-07,3.0,3.0625,2.96875,3.03125,2.3220374584198,469600,False,0.010363256566537986,0.01786550929832655,0.10715919499096466,45,48,16
ABC,1995-06-08,3.03125,3.03125,2.9375,2.9375,2.2502222061157227,68000,False,-0.03141604549561304,0.026772800989745753,0.16240377514109797,43,40,13
ABC,1995-06-09,3.0,3.0,2.9375,2.96875,2.2741594314575195,249600,False,0.010581533836390647,0.01759526209603494,0.1054830746005512,45,48,16
ABC,1995-06-12,2.9375,3.0,2.9375,3.0,2.298097848892212,95200,True,0.010471255092684442,0.018286391598567354,0.10976958059131778,45,48,16
ABC,1995-06-13,3.0,3.0,2.9375,2.9375,2.2502222061157227,504800,False,-0.021052788929075125,0.020436223844847307,0.12310321599402578,45,48,16
ABC,1995-06-14,2.9375,2.9375,2.875,2.9375,2.2502222061157227,649600,False,0.0,0.01906836578541067,0.11461952119470199,45,48,16
ABC,1995-06-15,2.875,2.9375,2.875,2.890625,2.214313268661499,700800,False,-0.016086650909598516,0.014763639737787972,0.08792085773997818,46,48,16
ABC,1995-06-16,2.9375,2.9375,2.875,2.90625,2.226282835006714,432000,False,0.005390985829282807,0.013694582248638105,0.08129037631077621,46,48,16
ABC,1995-06-19,2.875,3.0,2.875,3.0,2.298097848892212,398400,True,0.03174845400939082,0.020850823241405886,0.12567463392742995,44,48,16
ABC,1995-06-20,3.03125,3.03125,2.9375,2.9375,2.2502222061157227,120800,False,-0.021052788929075125,0.020850823241405886,0.12567463392742995,44,48,16
ABC,1995-06-21,2.96875,3.0625,2.9375,3.0,2.298097848892212,1254400,False,0.02105278892907512,0.022877954763981623,0.13824725799246199,44,48,16
ABC,1995-06-22,3.0,3.0625,2.984375,2.984375,2.286128282546997,284800,False,-0.005222078144903389,0.020898525116832982,0.1259704892975738,44,48,16
ABC,1995-06-23,2.96875,3.03125,2.9375,3.03125,2.3220374584198,276800,False,0.015585334711441334,0.02127144623705543,0.12828341127537915,44,48,16
ABC,1995-06-26,3.03125,3.03125,2.9375,2.984375,2.286128282546997,39200,True,-0.015585334711441393,0.01866856475228396,0.11213988529819802,45,48,16
ABC,1995-06-27,3.03125,3.03125,2.9375,2.96875,2.2741594314575195,632000,False,-0.005249176947781021,0.015503672346753554,0.09251066934557495,46,48,16
ABC,1995-06-28,2.9375,3.03125,2.9375,2.9375,2.2502222061157227,495200,False,-0.010581533836390622,0.011873859407414191,0.06999793496970382,47,48,16
ABC,1995-06-29,2.9375,3.03125,2.875,2.875,2.2023441791534424,940800,False,-0.021506640551123397,0.01422188507146017,0.08456080059550554,46,48,16
ABC,1995-06-30,2.90625,2.90625,2.84375,2.851562976837158,2.184389591217041,737600,False,-0.008185902831616769,0.006424913249426678,0.03620261836985642,48,48,16
ABC,1995-07-03,2.84375,2.875,2.8125,2.8125,2.154466152191162,96800,True,-0.01379345856552764,0.006237634312102455,0.03504108166241854,48,48,16
ABC,1995-07-05,2.90625,2.90625,2.8125,2.8125,2.154466152191162,228800,True,0.0,0.007859918341313107,0.0451027708023786,48,48,16
ABC,1995-07-06,2.90625,2.90625,2.78125,2.8125,2.154466152191162,1457600,False,0.0,0.009241179836388246,0.053669596052581384,47,48,16
ABC,1995-07-07,2.8125,2.875,2.8125,2.875,2.2023441791534424,199200,False,0.021979361397144497,0.013604786214728673,0.08073344561126262,46,48,16
ABC,1995-07-10,2.84375,2.90625,2.78125,2.8125,2.154466152191162,1148000,True,-0.0219793613971445,0.016721186068964382,0.10006190228379329,45,48,16
ABC,1995-07-11,2.84375,2.84375,2.78125,2.8125,2.154466152191162,418400,False,0.0,0.015541755490070707,0.09274686765772634,46,48,16
ABC,1995-07-12,2.78125,2.875,2.78125,2.875,2.2023441791534424,1061600,False,0.021979361397144497,0.018389253089736955,0.11040754554072607,45,48,16
ABC,1995-07-13,2.8125,2.875,2.78125,2.859375,2.190373182296753,2342400,False,-0.005450396875864366,0.018870231018419874,0.11339065473396896,45,48,16
ABC,1995-07-14,2.84375,2.84375,2.78125,2.796875,2.142497301101685,420800,False,-0.02209982039354357,0.018251648199995335,0.10955409595989507,45,48,16
ABC,1995-07-17,2.78125,2.84375,2.78125,2.84375,2.178405523300171,941600,True,0.016621086065861528,0.01769915393105047,0.10612742992260595,45,48,16
ABC,1995-07-18,2.78125,2.84375,2.75,2.78125,2.1305270195007324,119200,False,-0.022223821747064408,0.02089491648925004,0.1259481079584817,44,48,16
ABC,1995-07-19,2.71875,2.78125,2.71875,2.71875,2.082651138305664,28800,False,-0.02272770826969382,0.017177650494858157,0.1028929744475427,45,48,16
ABC,1995-07-20,2.75,2.75,2.65625,2.6875,2.058712720870972,62400,False,-0.0115607731487402,0.01688329995567894,0.10106736094825801,45,48,16
ABC,1995-07-21,2.65625,2.75,2.65625,2.671875,2.046743869781494,53600,False,-0.005830720522420653,0.016095474052280376,0.096181126975862,46,48,16
ABC,1995-07-24,2.78125,2.84375,2.65625,2.84375,2.178405523300171,757600,True,0.06234302368791934,0.03558352271908054,0.21704941150502885,41,40,13
ABC,1995-07-25,2.859375,2.875,2.78125,2.828125,2.166435956954956,179200,False,-0.005509796700506844,0.03370955441852322,0.2054267325173541,41,40,13
ABC,1995-07-26,2.875,2.875,2.78125,2.78125,2.1305270195007324,5600,False,-0.016714025046557557,0.032637049990995995,0.19877487257377788,42,40,13
ABC,1995-07-27,2.78125,2.875,2.78125,2.875,2.2023441791534424,916000,False,0.03315295295061072,0.03324084562964473,0.2025197186739415,41,40,13
