Ticker,Date,Open,High,Low,Close,Adj Close,Volume,is_gap,log_return,Volatility,Volatility_Norm,AdaptiveWindow,AdaptivePatch,dynamic_patch_len
ANSS,1996-06-20,3.0,3.125,2.9375,2.96875,2.96875,12638800,False,,,,50,48,16
ANSS,1996-06-21,3.03125,3.09375,3.0,3.0,3.0,1881200,False,0.010471299867295437,,,50,48,16
ANSS,1996-06-24,3.0625,3.21875,3.0,3.21875,3.21875,1606000,True,0.0703807967617996,,,50,48,16
ANSS,1996-06-25,3.21875,3.28125,3.15625,3.15625,3.15625,1895600,False,-0.019608471388376313,,,50,48,16
ANSS,1996-06-26,3.1875,3.1875,3.125,3.15625,3.15625,399200,False,0.0,,,50,48,16
ANSS,1996-06-27,3.1875,3.34375,3.15625,3.25,3.25,348400,False,0.029270382300113237,0.03415331240048233,0.14542312459017687,44,48,16
ANSS,1996-06-28,3.25,3.34375,3.25,3.28125,3.28125,157200,False,0.009569451016150672,0.0342060322850907,0.14565321074815762,44,48,16
ANSS,1996-07-01,3.3125,3.3125,3.21875,3.21875,3.21875,117200,True,-0.019231361927887644,0.020631693486814578,0.08641052680781601,46,48,16
ANSS,1996-07-02,3.21875,3.25,3.21875,3.25,3.25,85600,False,0.00966191091173689,0.017608069320726796,0.07321447995147369,47,48,16
ANSS,1996-07-03,3.1875,3.40625,3.1875,3.40625,3.40625,370400,False,0.04695698308777108,0.024770766493604178,0.10447474323789188,45,48,16
ANSS,1996-07-05,3.3125,3.3125,3.21875,3.25,3.25,238800,True,-0.04695698308777098,0.0352302736230812,0.15012332209331647,43,40,13
ANSS,1996-07-08,3.1875,3.28125,3.1875,3.28125,3.28125,55200,True,0.009569451016150672,0.0352302736230812,0.15012332209331647,43,40,13
ANSS,1996-07-09,3.28125,3.3125,3.1875,3.265625,3.265625,739600,False,-0.00477327875265766,0.033822405269501,0.14397894179308754,44,48,16
ANSS,1996-07-10,3.25,3.28125,3.1875,3.28125,3.28125,184000,False,0.0047732787526575905,0.03364797325141583,0.14321766560350196,44,48,16
ANSS,1996-07-11,3.25,3.28125,3.09375,3.125,3.125,367600,False,-0.048790164169432056,0.02844847134449395,0.1205254039253055,45,48,16
ANSS,1996-07-12,3.09375,3.125,3.0625,3.09375,3.09375,54800,False,-0.01005033585350145,0.02309277424463224,0.0971514572983357,46,48,16
ANSS,1996-07-15,3.03125,3.09375,2.9375,2.96875,2.96875,158800,True,-0.041242958534049134,0.023583360891978985,0.09929253172752306,46,48,16
