Ticker,Date,Open,High,Low,Close,Adj Close,Volume,is_gap,log_return,RSI,SMA_20,EMA_20,MACD,ATR,Volatility,Volatility_Norm,AdaptiveWindow,AdaptivePatch,dynamic_patch_len
ABT,1980-03-17,0.0,0.5120279788970947,0.4979990124702453,0.501505970954895,0.2030268758535385,7513463,False,,,,0.501505970954895,0.0,,,,50,48,16
ABT,1980-03-18,0.0,0.5120279788970947,0.4944919943809509,0.5050129890441895,0.2044466733932495,5303621,False,0.006968812028618,,,0.501839972677685,0.0002797621267813,,,,50,48,16
ABT,1980-03-19,0.0,0.5155349969863892,0.5032600164413452,0.5120279788970947,0.2072866410017013,2523497,False,0.0137953988625818,,,0.5028102589842954,0.0010553611360095,,,,50,48,16
ABT,1980-03-20,0.0,0.5137810111045837,0.4997529983520508,0.4997529983520508,0.2023172825574875,4654925,False,-0.0242654036736632,,,0.502519091305034,0.0006717965426548,,,,50,48,16
ABT,1980-03-21,0.0,0.5067669749259949,0.4997529983520508,0.5050129890441895,0.2044466733932495,1333034,False,0.0104700048110812,,,0.5027566053754298,0.0007832275684004,,,,50,48,16
ABT,1980-03-24,0.0,0.4944919943809509,0.4839709997177124,0.4892320036888122,0.1980579793453216,4106029,True,-0.0317473628683204,,,0.5014685480719424,-0.0003972766143462,,0.0213448349712962,0.2419606219797353,40,40,13
ABT,1980-03-25,0.0,0.4997529983520508,0.4839709997177124,0.4874779880046844,0.1973478645086288,8575613,False,-0.0035918315886227,,,0.5001361137798226,-0.0014575671640715,,0.0203701277379912,0.230718183281738,40,40,13
ABT,1980-03-26,0.0,0.4962460100650787,0.4874779880046844,0.4874779880046844,0.1973478645086288,3728217,False,0.0,,,0.4989305779917142,-0.0022716686812173,,0.0175811366761986,0.1985494869080099,42,40,13
ABT,1980-03-27,0.0,0.4909850060939789,0.4787110090255737,0.4909850060939789,0.198767676949501,4277113,False,0.0071687089884597,,,0.4981738568585965,-0.0026038474162314,,0.0167268219445484,0.1886956757622714,42,40,13
ABT,1980-03-28,0.0,0.5085210204124451,0.4909850060939789,0.5067669749259949,0.2051567286252975,2644682,False,0.0316375267079333,,,0.4989922490554916,-0.0015754674594436,,0.0227525587188509,0.2581975466631965,39,40,13
ABT,1980-03-31,0.0,0.5155349969863892,0.5067669749259949,0.5137810111045837,0.2079962641000747,4056129,True,0.0137459015688712,,,0.5004007025839766,-0.000192278368404,,0.0139171858009126,0.1562888555097972,43,40,13
ABT,1980-04-01,0.0,0.5225489735603333,0.5120279788970947,0.5155349969863892,0.2087064236402511,7584748,False,0.0034084744284333,,,0.501842063955635,0.0010335270965533,,0.0125157199193677,0.1401241101152455,44,48,16
ABT,1980-04-02,0.0,0.5207949876785278,0.5120279788970947,0.5190420150756836,0.2101260721683502,4932938,False,0.0067791013309994,,,0.5034801545384968,0.0022619000338106,,0.0113092096253284,0.1262080155631958,44,48,16
ABT,1980-04-03,0.0,0.5190420150756836,0.5155349969863892,0.5190420150756836,0.2101260721683502,3279120,False,0.0,,,0.5049622364944193,0.0031985238446669,0.0122747847012111,0.0125482022716645,0.1404987670809329,44,48,16
ABT,1980-04-07,0.0,0.5190420150756836,0.5102739930152893,0.5190420150756836,0.2101260721683502,2701710,True,0.0,61.36401735700439,,0.506303167787873,0.0038958955045153,0.01189900296075,0.0057437238643899,0.0620147579839247,47,48,16
ABT,1980-04-08,0.0,0.5172880291938782,0.5050129890441895,0.5172880291938782,0.209416002035141,5004223,False,-0.0033849802194984,58.139625880991446,,0.5073493450646354,0.0042579525408391,0.0116485059261322,0.003865777497983,0.0403542057883009,48,48,16
ABT,1980-04-09,0.0,0.5243020057678223,0.5137810111045837,0.5243020057678223,0.2122555375099182,1632432,False,0.01346820039232,58.13906334607342,,0.5089638841792246,0.0050526112841329,0.0115232212202889,0.0067442410701723,0.0735548932860499,47,48,16
ABT,1980-04-10,0.0,0.5470979809761047,0.5313159823417664,0.5470979809761047,0.2214840948581695,3079522,False,0.0425598659826488,77.55083424207862,,0.5125957029217846,0.0074361099026547,0.0121495042528424,0.0190389981443395,0.2153647085722338,41,40,13
ABT,1980-04-11,0.0,0.5628799796104431,0.5506049990653992,0.5541120171546936,0.2243236899375915,4220085,False,0.0127392727498292,77.99994697398186,,0.516549637610633,0.0097783056105847,0.0127757915428706,0.0181073963088662,0.204619454850522,41,40,13
ABT,1980-04-14,0.0,0.5453439950942993,0.5348230004310608,0.5400840044021606,0.218644693493843,4597897,True,-0.0256420449914407,79.59125700800381,0.5127289488911628,0.5187910058764927,0.010382881793398,0.012650579214096,0.0250406556268915,0.2845888448343407,38,40,13
ABT,1980-04-15,0.0,0.5453439950942993,0.5383300185203552,0.5453439950942993,0.2207740694284439,2423698,False,0.0096918601676718,82.35268045933499,0.514920850098133,0.5213198619924744,0.0111578295497511,0.0120242919240679,0.0242308684926081,0.2752486225557611,38,40,13
ABT,1980-04-16,0.0,0.5541120171546936,0.5365769863128662,0.5365769863128662,0.217224895954132,4904423,False,-0.0162066645759028,75.00025038354208,0.5164990499615669,0.5227729214515593,0.010938465073734,0.0126505068370274,0.0268357073368278,0.3052932759898012,37,40,13
ABT,1980-04-17,0.0,0.5348230004310608,0.5295630097389221,0.5313159823417664,0.2150950133800506,2644682,False,-0.0098533505412483,70.17537425468849,0.5174634501338005,0.5235865462982456,0.0102222622179208,0.012274791087423,0.0165991170916304,0.1872227063091776,42,40,13
ABT,1980-04-18,0.0,0.5365769863128662,0.5278090238571167,0.5278090238571167,0.2136754095554351,2388055,False,-0.0066217674348983,61.99989258708095,0.5188662514090538,0.5239886870181382,0.0092648842356116,0.0116485016686575,0.0130578067856997,0.1463766320577181,44,48,16
ABT,1980-04-21,0.0,0.5365769863128662,0.5295630097389221,0.5365769863128662,0.217224895954132,2530625,True,0.0164751179761467,62.745162075067405,0.5204444512724876,0.5251875726652551,0.0091086576449663,0.0116484974111829,0.0137882688187148,0.1548019051518155,43,40,13
ABT,1980-04-22,0.0,0.5541120171546936,0.5418369770050049,0.5541120171546936,0.2243236899375915,2067272,False,0.0321568493996716,68.33317565052656,0.5236884519457817,0.5279422816642492,0.0102812614072566,0.0121494999953678,0.0203605199711663,0.230607365668138,40,40,13
ABT,1980-04-23,0.0,0.555866003036499,0.5453439950942993,0.5506049990653992,0.2229039520025253,4776110,False,-0.0063490829777044,64.99985553611116,0.5268448024988175,0.5301006357024539,0.0108030405596798,0.0122748570782797,0.0183951861203639,0.2079388713923492,41,40,13
ABT,1980-04-24,0.0,0.5628799796104431,0.5488510131835938,0.5576189756393433,0.2257434427738189,2587654,False,0.0126581752994103,67.1873390049617,0.5303518518805503,0.5327214299821577,0.0116482498153723,0.0130264248166765,0.016453948881797,0.1855483115327933,42,40,13
ABT,1980-04-25,0.0,0.5576189756393433,0.5470979809761047,0.5506049990653992,0.2229039520025253,6465570,False,-0.0126581752994102,63.23518605626502,0.5333328515291214,0.5344246270377044,0.0116181877127613,0.0131516371454511,0.0180879356997643,0.2043949928814525,41,40,13
ABT,1980-04-28,0.0,0.5593730211257935,0.5523589849472046,0.555866003036499,0.2250338196754455,3100907,True,0.0095097304079887,65.71456319637164,0.5357878029346466,0.5364666628471134,0.0118819150122533,0.0127758511475154,0.0175769911941575,0.1985016722143996,42,40,13
ABT,1980-04-29,0.0,0.5593730211257935,0.5506049990653992,0.5576189756393433,0.2257434427738189,1525504,False,0.0031484448914214,64.17925289309866,0.5379797011613846,0.5384811688273258,0.0120929707962731,0.0126506388187408,0.0106437353283651,0.1185323220492222,45,48,16
ABT,1980-04-30,0.0,0.5628799796104431,0.5576189756393433,0.5628799796104431,0.2278733104467392,4298499,False,0.0093906731159944,57.89495027080021,0.5403469502925873,0.5408048650923846,0.012540197487473,0.0113981408732278,0.0101459459855957,0.1127907352635923,45,48,16
ABT,1980-05-01,0.0,0.5716469883918762,0.5593730211257935,0.5663869976997375,0.2292929887771606,5339263,False,0.006210794174375,56.36385660711328,0.54271419942379,0.5432412586740373,0.0130274426630578,0.0111475672040666,0.0092012856316788,0.1018948623733012,45,48,16
ABT,1980-05-02,0.0,0.5681399703025818,0.5628799796104431,0.5681399703025818,0.230002611875534,3464462,False,0.0030900520798078,66.66666666666666,0.5451690971851348,0.5456125645434224,0.0134005648440074,0.0101454939161028,0.0031659964543373,0.0322828124340816,48,48,16
ABT,1980-05-05,0.0,0.569894015789032,0.5646330118179321,0.5663869976997375,0.2292929887771606,1860544,True,-0.0030900520798077,63.04411922276864,0.5475363463163376,0.547591081986881,0.0134003457770712,0.0100202815873282,0.0046221319060878,0.0490781259322452,48,48,16
ABT,1980-05-06,0.0,0.5751540064811707,0.5628799796104431,0.5716469883918762,0.2314223349094391,3243478,False,0.0092437181263463,72.72731486596,0.5502542942762375,0.5498821206921186,0.0136670640473396,0.0096444955893925,0.0051924278204156,0.0556560158231491,47,48,16
ABT,1980-05-07,0.0,0.5786610245704651,0.5646330118179321,0.5734009742736816,0.2321324497461319,3264863,False,0.0030637819548922,78.57216274991117,0.5527092427015304,0.5521220115094103,0.0138602004371544,0.0101454981735774,0.0045803506478016,0.0485962138062669,48,48,16
ABT,1980-05-08,0.0,0.5804150104522705,0.5611259937286377,0.5611259937286377,0.2271631956100464,3892173,False,-0.0216394302686826,70.21296138257833,0.5534106433391571,0.5529795336255272,0.0128743663921093,0.0108970020498548,0.0118825279983556,0.1328207670058404,44,48,16
ABT,1980-05-09,0.0,0.5646330118179321,0.5541120171546936,0.5646330118179321,0.2285830825567245,1055021,False,0.00623106148643,68.18185329736377,0.5539366930723191,0.5540893886914705,0.012235034991951,0.011022218636104,0.0122862430801725,0.1374772852953311,44,48,16
ABT,1980-05-12,0.0,0.5716469883918762,0.5576189756393433,0.5663869976997375,0.2292929887771606,1055021,True,0.003100868701014,60.0003302041633,0.5552518427371979,0.5552605895494007,0.0117346228257948,0.0107717173440115,0.0123646627629733,0.1383817912295026,44,48,16
ABT,1980-05-13,0.0,0.569894015789032,0.5611259937286377,0.5611259937286377,0.2271631956100464,1603918,False,-0.0093319301874439,58.33321530781527,0.5560409426689148,0.5558191994712328,0.0107891528879403,0.0106464326381683,0.0116636957601,0.1302967188202201,44,48,16
ABT,1980-05-14,0.0,0.569894015789032,0.5628799796104431,0.5663869976997375,0.2292929887771606,3550004,False,0.009331930187444,57.14312074687064,0.5575314432382583,0.5568256564453761,0.0103451280068265,0.0102706508977072,0.0128508889449183,0.1439900065551874,44,48,16
ABT,1980-05-15,0.0,0.5821679830551147,0.5646330118179321,0.5751540064811707,0.2328421771526336,4391170,False,0.0153602600239393,69.44416642904218,0.5597233444452285,0.5585712135916422,0.0105787145924292,0.0107716492244175,0.0091734411824469,0.1015736997689081,45,48,16
ABT,1980-05-16,0.0,0.5769079923629761,0.5681399703025818,0.569894015789032,0.230712741613388,3386048,False,-0.0091874789017729,61.11113733940025,0.5618275940418244,0.5596495757056793,0.0102215684764496,0.0107716492244175,0.011033273189681,0.1230253178706886,45,48,16
