Ticker,date,Open,High,Low,Close,Adj Close,Volume,is_gap,log_return,Volatility,Volatility_Norm,AdaptiveWindow,AdaptivePatch,dynamic_patch_len
CMI,1973-02-21,0.0,5.5625,5.234375,5.234375,2.078139066696167,18400,False,,,,50,48,16
CMI,1973-02-22,0.0,5.328125,5.234375,5.28125,2.0967507362365723,31200,False,0.008916064238910984,,,50,48,16
CMI,1973-02-23,0.0,5.28125,5.0625,5.0625,2.009902000427246,29600,False,-0.04230291313855863,,,50,48,16
CMI,1973-02-26,0.0,5.09375,5.0,5.0,1.9850890636444087,21600,True,-0.012422183408711568,,,50,48,16
CMI,1973-02-27,0.0,5.03125,4.953125,4.953125,1.9664794206619265,12800,False,-0.009418933589413382,,,50,48,16
CMI,1973-02-28,0.0,4.953125,4.859375,4.9375,1.960275769233704,44800,False,-0.003159685943969221,0.018975112976398176,0.13232354481912886,44,48,16
CMI,1973-03-01,0.0,5.0,4.953125,4.953125,1.9664794206619265,23200,False,0.0031596859439691734,0.017533106689230537,0.12226766879842586,45,48,16
CMI,1973-03-02,0.0,4.984375,4.84375,4.921875,1.9649815559387207,52800,False,-0.0007619888914558259,0.006352061260529199,0.044296298206338014,48,48,16
CMI,1973-03-05,0.0,4.9375,4.90625,4.90625,1.958744764328003,21600,True,-0.0031790172678451208,0.00457363969757448,0.03189441972025728,48,48,16
CMI,1973-03-06,0.0,4.828125,4.765625,4.796875,1.915077567100525,18400,False,-0.022545714892968124,0.009983160696941802,0.06961788388619627,47,48,16
CMI,1973-03-07,0.0,4.8125,4.625,4.65625,1.8589359521865845,141600,False,-0.02975387151115326,0.014583860887579436,0.10170101080261748,45,48,16
CMI,1973-03-08,0.0,4.75,4.625,4.6875,1.8714120388031008,40000,False,0.006688991570940746,0.015475458667271205,0.10791859585248917,45,48,16
CMI,1973-03-09,0.0,4.75,4.6875,4.71875,1.8838880062103271,88000,False,0.006644482815183219,0.016862366799620575,0.11759024316437683,45,48,16
CMI,1973-03-12,0.0,4.734375,4.6875,4.6875,1.8714120388031008,46400,True,-0.006644482815183175,0.016662666126167777,0.11619762426155872,45,48,16
CMI,1973-03-13,0.0,4.703125,4.65625,4.6875,1.8714120388031008,60000,False,0.0,0.015099139417277897,0.10529432177281818,45,48,16
CMI,1973-03-14,0.0,4.6875,4.625,4.65625,1.8589359521865845,103200,False,-0.006688991570940803,0.006666774336865681,0.046490959703930905,48,48,16
CMI,1973-03-15,0.0,4.578125,4.375,4.375,1.7466500997543335,70400,False,-0.06230453056809286,0.02767162003695844,0.1929689092619787,42,40,13
CMI,1973-03-16,0.0,4.296875,4.125,4.28125,1.7092229127883911,141600,False,-0.02166089448544187,0.025231555010063696,0.17595303935124348,42,40,13
CMI,1973-03-19,0.0,4.265625,4.1875,4.234375,1.6905086040496826,69600,True,-0.01100939746024755,0.024748192363499285,0.1725822947919824,43,40,13
CMI,1973-03-20,0.0,4.203125,4.140625,4.203125,1.6780314445495603,72800,False,-0.007408085628781553,0.02341229479971198,0.16326637127809096,43,40,13
CMI,1973-03-21,0.0,4.234375,4.15625,4.234375,1.6905086040496826,60000,False,0.00740808562878158,0.02635323412182744,0.18377510377862083,42,40,13
CMI,1973-03-22,0.0,4.28125,4.171875,4.28125,1.7092229127883911,82400,False,0.011009397460247563,0.013486369138594053,0.09404761770734972,46,48,16
CMI,1973-03-23,0.0,4.296875,4.25,4.296875,1.7154611349105835,79200,False,0.0036430975441012112,0.009523534769385791,0.06641266808059657,47,48,16
CMI,1973-03-26,0.0,4.328125,4.28125,4.296875,1.7154611349105835,51200,True,0.0,0.0070939998511025,0.049470230212164894,48,48,16
CMI,1973-03-27,0.0,4.515625,4.296875,4.515625,1.8027929067611688,76000,False,0.04965514945376933,0.02016409806892973,0.1406149696120441,44,48,16
CMI,1973-03-28,0.0,4.6875,4.5625,4.640625,1.8526970148086548,70400,False,0.02730534604835006,0.020415109455634895,0.14236540538125958,44,48,16
CMI,1973-03-29,0.0,4.96875,4.671875,4.953125,1.9774587154388428,63200,False,0.06517011998607701,0.028379734876172194,0.19790697027802318,42,40,13
