Ticker,date,Open,High,Low,Close,Adj Close,Volume,is_gap,log_return,Volatility,Volatility_Norm,AdaptiveWindow,AdaptivePatch,dynamic_patch_len
EQIX,2000-08-11,408.0,448.0,384.0,420.0,329.096923828125,792528,False,,,,50,48,16
EQIX,2000-08-14,419.0,420.0,384.0,384.0,300.88848876953125,80228,True,-0.08961258177622962,,,50,48,16
EQIX,2000-08-15,389.0,396.0,384.0,388.0,304.0227966308594,48422,False,0.010362960608002243,,,50,48,16
EQIX,2000-08-16,386.0,418.0,386.0,396.0,310.2913818359375,42166,False,0.02040910990513905,,,50,48,16
EQIX,2000-08-17,392.0,400.0,382.0,384.0,300.88848876953125,47247,False,-0.030772070513141313,,,50,48,16
EQIX,2000-08-18,401.0,460.0,396.0,458.0,358.8722229003906,60400,False,0.17622667315937632,0.0988138376235159,0.2620234265246859,39,40,13
EQIX,2000-08-21,482.0,520.0,446.0,486.0,380.8120422363281,66547,True,0.059339525873598406,0.0789771737303021,0.20891094460787646,41,40,13
EQIX,2000-08-22,492.0,502.0,432.0,432.0,338.499755859375,33878,False,-0.11778255482751136,0.10897862327458702,0.2892395449701597,38,40,13
EQIX,2000-08-23,434.0,440.0,408.0,416.0,325.96258544921875,17925,False,-0.03774076488984134,0.11217788666170656,0.2978055427463093,38,40,13
EQIX,2000-08-24,414.0,418.0,386.0,386.0,302.4557189941406,18441,False,-0.0748477229542706,0.11776130404488414,0.312755090532894,37,40,13
EQIX,2000-08-25,402.0,414.0,388.0,412.0,322.82830810546875,20113,False,0.06518574477944278,0.08128494994480441,0.2150899938230386,41,40,13
EQIX,2000-08-28,429.0,433.5,400.0,420.0,329.096923828125,19491,True,0.019231680635435327,0.07290031613795236,0.19264021527948785,42,40,13
EQIX,2000-08-29,430.0,432.0,404.0,428.0,335.36541748046875,22728,False,0.0188684271056494,0.054736403711497274,0.14400650975914353,44,48,16
EQIX,2000-08-30,427.0,470.0,424.0,454.0,355.73797607421875,19891,False,0.05897370180536167,0.05596197344463951,0.1472879612491582,44,48,16
EQIX,2000-08-31,482.0,528.0,476.0,518.0,405.8860473632813,87397,False,0.13187801109586633,0.04620979939562848,0.12117660650644492,45,48,16
EQIX,2000-09-01,516.0,520.0,480.0,504.0,394.9162292480469,27738,False,-0.027398784130710535,0.059627071165632435,0.15710122609437094,43,40,13
EQIX,2000-09-05,506.0,520.0,496.0,498.0,390.2148742675781,23025,True,-0.01197611749478682,0.06386772575197654,0.16845553905975263,43,40,13
EQIX,2000-09-06,516.0,520.0,488.0,496.0,388.6477355957031,20559,False,-0.00402417773528502,0.06601432847526732,0.17420304776066678,43,40,13
EQIX,2000-09-07,512.0,512.0,428.0,460.0,360.4394226074219,23959,False,-0.07534946387114483,0.07737116662479594,0.2046108756139846,41,40,13
