Ticker,Date,Open,High,Low,Close,Adj Close,Volume,is_gap,log_return,RSI,SMA_20,EMA_20,MACD,ATR
ABC,1995-04-04,2.9375,2.96875,2.8125,2.953125,2.2621889114379883,40387200,False,,,,2.953125,0.0,
ABC,1995-04-05,2.90625,2.96875,2.84375,2.84375,2.178405523300171,12236800,False,-0.037740327982847086,,,2.9427083333333335,-0.008725071225070824,
ABC,1995-04-06,2.84375,2.9375,2.84375,2.890625,2.214313268661499,3776000,False,0.01634913800152941,,,2.9377480158730163,-0.011722205988587753,
ABC,1995-04-07,2.90625,2.90625,2.84375,2.84375,2.178405523300171,1920800,False,-0.01634913800152941,,,2.92879582388511,-0.017676118341900082,
ABC,1995-04-10,2.84375,2.90625,2.84375,2.875,2.2023441791534424,2047200,True,0.01092907053219023,,,2.923672412086528,-0.019646549748718378,
ABC,1995-04-11,2.84375,2.90625,2.84375,2.859375,2.190373182296753,4096800,False,-0.005449604767564703,,,2.917548849030668,-0.02221288148057088,
ABC,1995-04-12,2.84375,2.875,2.84375,2.859375,2.190373182296753,2457600,False,0.0,,,2.9120084824563186,-0.023970401994351853,
ABC,1995-04-13,2.84375,2.875,2.84375,2.875,2.2023441791534424,2297600,False,0.005449604767564685,,,2.908483865079526,-0.023827771035127565,
ABC,1995-04-17,2.84375,2.953125,2.84375,2.953125,2.2621889114379883,2233600,True,0.02681125745065677,,,2.912735401738619,-0.01721228785015061,
ABC,1995-04-18,2.890625,2.953125,2.875,2.9375,2.2502222061157227,2441600,False,-0.005305052229693229,,,2.9150939349063694,-0.013079504296676259,
ABC,1995-04-19,2.875,2.90625,2.8125,2.84375,2.178405523300171,1422400,False,-0.032435275753153844,,,2.9082992744390963,-0.01717114676279552,
ABC,1995-04-20,2.8125,2.8125,2.71875,2.734375,2.0946204662323,1023200,False,-0.03922071315328127,,,2.8917350578258487,-0.028906238190521183,
ABC,1995-04-21,2.71875,2.8125,2.71875,2.796875,2.142497301101685,2803200,False,0.022599831917240992,,,2.8827007666043394,-0.03278522733542877,
ABC,1995-04-24,2.75,2.8125,2.75,2.75,2.106590032577514,644800,True,-0.016901810802603254,,,2.870062598356307,-0.0391900168098096,0.08705357142857142
ABC,1995-04-25,2.75,2.8125,2.75,2.8125,2.154466152191162,484800,False,0.022472855852058576,40.42553191489362,,2.864580446131897,-0.03877564939731881,0.08035714285714286
ABC,1995-04-26,2.75,2.8125,2.75,2.75,2.106590032577514,151200,False,-0.02247285585205863,43.18181818181818,,2.853668022690764,-0.04299486980750622,0.07589285714285714
ABC,1995-04-27,2.75,2.8125,2.75,2.78125,2.1305270195007324,3552000,False,0.011299555253933466,41.860465116279066,,2.8467710681487866,-0.04331767930486086,0.07366071428571429
ABC,1995-04-28,2.78125,2.8125,2.765625,2.765625,2.118557929992676,1076000,False,-0.00563381771825602,43.90243902439024,,2.8390428711822357,-0.04432338270814595,0.07254464285714286
ABC,1995-05-01,2.8125,2.8125,2.765625,2.765625,2.118557929992676,2287200,True,0.0,41.02564102564102,,2.832050692974404,-0.044606217195527265,0.07142857142857142
ABC,1995-05-02,2.765625,2.890625,2.765625,2.84375,2.178405523300171,1212000,False,0.02785695450296628,48.83720930232558,2.83671875,2.8331649126911276,-0.03808728447543519,0.07589285714285714
ABC,1995-05-03,2.8125,2.890625,2.78125,2.859375,2.190373182296753,791200,False,0.0054794657646255705,50.0,2.83203125,2.8356611114824486,-0.03129937668077076,0.08147321428571429
ABC,1995-05-04,2.84375,2.890625,2.8125,2.8125,2.154466152191162,1011200,False,-0.016529301951210582,45.65217391304348,2.83046875,2.833455291341263,-0.02936384348915899,0.08482142857142858
ABC,1995-05-05,2.8125,2.875,2.8125,2.8125,2.154466152191162,164000,False,0.0,39.02439024390244,2.8265625,2.8314595493087618,-0.02751276941038494,0.08147321428571429
